SNO,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,PH_DETAILS,EC_DETAILS,OC_DETAILS,AVN_DETAILS,PHOS_DETAILS,POT_DETAILS,SULPHUR,ZINC_DETAILS,BORON_DETAILS,IRON_DETAILS,MANGAN_DETAILS,COPPER_DETAILS
OOT409,5233,5307,5009,4698,5250,5298,5298,5243,5289,15114,3949,3535,6.15,0.095,0.0003,344,151,125.3,0.001,3.16707,0.001,5.0076,0.01,3.0747
OOT411,6152,5628,5340,5109,5655,5643,5688,5479,5682,15674,4320,3977,6.31,0.079,0.7248,343,159,246.3,0.001,2.51706,0.001,4.6866,0.01,3.2409
OOT412,6120,5637,5362,5124,5691,5678,5692,5460,5650,15599,4338,3990,5.14,0.072,0.0029,343,741,248.96,0.001,4.05219,0.001,5.74269,0.01,4.0442
OOT413,5908,5397,5092,4836,5363,5285,5290,5103,5260,15615,3693,3259,5.65,0.213,0.0003,334,154,325.6,0.001,3.52665,0.001,4.57746,0.01,1.4404
OOT414,6838,7544,7271,7098,7642,7395,7341,7015,7254,11004,6112,5195,5.64,0.035,0.0261,342,258,12.56,0.001,1.95003,0.001,4.67376,0.01,3.9057
OOT415,7857,7973,7666,7469,8215,7847,7629,7153,7504,14841,5603,4587,5.28,0.098,0.099,343,1425,74.2,0.001,0.87129,0.001,3.96756,0.01,2.0775
OOT416,6838,7544,7271,7098,7642,7395,7341,7015,7254,11004,6112,5195,5.09,0.098,3.2,343,428,32.5,0.001,1.74258,0.001,25.34616,0.01,0.5817
OOT417,500,594,945,993,1612,3112,3629,3610,3799,3544,3037,1924,5.98,0.22,0.0003,234,137,26.3,0.001,29.3657,0.001,3.96756,0.01,3.9611
OOT418,7779,5811,5620,5419,5907,6059,6205,6085,6260,11712,5021,4260,5.22,0.1,2.311,134,147,25.8,0.001,1.63194,0.001,3.32556,0.01,0.9972
OOT419,3959,2375,2386,2272,2709,3339,3608,3544,3712,7518,2875,2232,7.78,0.15,3.22,343,33.6,25.9,0.001,1.47981,0.001,5.12316,0.01,1.19664
OOT420,7779,5811,5620,5419,5907,6059,6205,6085,6260,11712,5021,4260,7.02,0.17,1.344,123,26.4,45.63,0.001,4.05219,0.001,3.97719,0.01,3.1855
OOT421,3263,3167,3077,2972,3337,3661,3852,3698,3909,7247,2766,2312,5.23,0.245,2.1553,323,26.2,15.26,0.001,2.51706,0.001,4.80216,0.01,3.9611
OOT422,3769,2922,2872,2805,3138,3391,3518,3422,3538,8019,2896,2488,5.54,0.234,0.87,344,176.1,12.38,0.001,0.98193,0.001,25.24023,0.01,3.2132
OOT423,6947,6529,6162,5856,6329,6175,6139,5998,6053,14712,3729,3279,5.38,0.14,0.5251,343,282.1,48.9,0.001,0.71916,0.001,5.12316,0.01,1.9113
OOT424,6735,8189,7657,7242,7584,7260,7056,7009,6956,8234,5012,4079,5.13,0.15,1.95,346,406.1,45.96,0.001,2.25429,0.001,8.33958,0.01,4.2381
OOT425,6735,8189,7657,7242,7584,7260,7056,7009,6956,8234,5012,4079,4.87,0.18,0.767,230,26.4,15.36,0.001,3.33303,0.001,4.93056,0.01,3.4071
OOT426,10737,10338,10008,9760,10150,9797,9669,9116,9632,12871,5884,4627,6.62,0.28,0.0161,125,174.4,25.36,0.001,1.95003,0.001,25.34616,0.01,0.5817
OOT427,2188,2053,2103,2045,2491,3197,3468,3397,3524,6789,2626,1957,7.44,0.56,0.001,135,369,12.96,0.001,2.36493,0.001,14.51883,0.01,0.9141
OOT428,1186,1158,1507,1523,2131,3528,3894,3768,4043,3690,3223,2080,5.99,0.17,0.0004,142,626.3,25.96,0.001,2.66919,0.001,4.88883,0.01,1.16617
OOT429,3769,2922,2872,2805,3138,3391,3518,3422,3538,8019,2896,2488,6.63,0.11,0.0128,265,0,26.36,0.001,1.28619,0.001,0.20223,0.01,1.2465
OOT430,7097,7387,7018,6727,7011,6925,6913,6881,6829,9103,4772,3798,5.18,0.15,3.1525,324,0,15.32,0.001,1.13406,0.001,0.3852,0.01,2.3268
OOT432,1130,1126,1444,1566,2091,3255,3625,3518,3790,3817,3201,2129,5.22,0.12,0.0003,412,32.4,78.63,0.001,3.90006,0.001,1.36746,0.01,0.52907
OOT433,7373,7033,7161,7236,7352,7378,7509,7185,7558,7817,3233,2471,7.16,0.12,0.9902,427,52.6,15.25,0.001,3.74793,0.001,1.56969,0.01,2.94451
OOT434,645,912,1342,1380,2040,3855,4351,4237,4576,3944,3141,2020,5.33,0.18,0.7495,502,29.6,78.3,0.001,4.05219,0.001,2.53269,0.01,1.66754
OOT435,387,514,885,876,1471,3290,3907,3909,4064,3837,2765,1741,6.09,0.18,0.0003,560,82.2,78.52,0.001,4.20432,0.001,4.88241,0.01,1.21603
OOT436,3259,3295,3174,2900,3405,4259,4497,4505,4697,8873,3721,3135,7.02,0.47,0.056,82,159.2,45.2,0.001,3.12558,0.001,3.96756,0.01,3.79213
OOT437,9435,10108,9778,9552,10275,9736,9586,9121,9461,14938,7394,6143,6.03,0.25,0.3622,92,753.2,12.5,0.001,1.59045,0.001,14.6376,0.01,0.62325
OOT438,3055,2444,2457,2367,2832,3342,3507,3506,3591,9207,3221,2883,5.31,0.07,0.056,102,600.9,72.2,0.001,4.50858,0.001,3.9483,0.01,3.75335
OOT439,5813,5757,5447,5148,5698,5680,5673,5547,5630,15629,4167,3684,6.2,0.22,0.7455,150,232,99.25,0.001,4.35645,0.001,0.3531,0.01,3.4625
OOT440,5805,6522,6166,5857,6391,6344,6216,6226,6233,14158,4989,4214,6.46,0.15,0.512,170,713,55.94,0.001,2.97806,0.001,0.07383,0.01,3.1301
OOT441,7164,7446,6887,6445,6990,6787,6604,6890,6600,16195,5739,5804,6.74,0.158,0.9902,188,159,47.06,0.001,1.44293,0.001,0.14445,0.01,0.6371
OOT442,4441,3636,3541,3404,3865,4331,4437,4280,4559,8920,3669,2959,6.32,0.6,0.0003,560,258,22.2,0.001,5.32916,0.001,0.07383,0.01,0.6371
OOT443,298,374,644,525,1140,2669,3196,3219,3452,3302,2279,1312,7.08,0.19,0.4484,560,123,256.3,0.001,9.9115,0.001,0.08025,0.01,0.4709
OOT444,6362,3999,3963,3801,4270,4860,4983,4854,5175,9824,4681,3783,4.72,0.081,0.7703,560,126,91.53,0.001,1.0603,0.001,0.17976,0.01,3.0747
OOT445,6129,4533,4376,4205,4666,4946,4989,4804,5115,11242,4037,3381,3.85,0.08,0.5258,560,258,66.74,0.001,2.3511,0.001,0.08025,0.01,1.7451
OOT446,488,670,1063,1258,1732,2761,3092,3097,3157,3019,2835,1962,6.32,0.15,0.1418,560,369,7.2,0.001,2.9504,0.001,0.11556,0.01,1.3296
OOT447,3779,4136,3886,3603,3973,4392,4489,4444,4598,7444,3472,2841,4.07,0.13,0.77,560,125,99.6,0.001,3.98304,0.001,0.08025,0.01,1.7451
OOT448,6380,4736,4603,4352,4843,5472,5637,5407,5803,10016,4247,3448,6.02,0.32,0.7625,560,500,117,0.001,4.24581,0.001,0.081534,0.01,0
OOT449,339,437,790,599,1416,3281,3931,3973,4215,3990,2375,1323,5.17,0.31,0.3644,560,258,142,0.001,3.52204,0.001,0.49434,0.01,3.0747
OOT450,3975,1602,1641,1523,1856,2685,2929,2814,3098,6895,2292,1780,6.94,0.31,0.4968,195,369,474,0.001,3.83091,0.001,0.17976,0.01,0.8864
OOT451,759,650,1051,1024,1645,3229,3713,3583,3755,3164,2639,1641,4.29,0.08,0.0003,314,516,397,0.001,3.92772,0.001,0.28569,0.01,2.493
OOT452,3562,880,966,886,1238,2045,2379,2206,2498,7688,1834,1400,5.15,0.11,0.95,314,17.1,430,0.001,1.08335,0.001,0.18618,0.01,2.4653
OOT453,958,1724,2099,2074,2737,4187,4522,4417,4653,3853,3464,2744,5.44,0.08,0.0003,344,108.1,238,0.001,0.65923,0.001,0.28569,0.01,0.0831
OOT454,1174,967,1246,1143,1687,3106,3556,3485,3625,4483,2559,1708,6.44,0.14,0.056,343,26.5,129.5,0.001,1.66882,0.001,0.17334,0.01,3.94171
OOT455,5832,5748,5570,5335,5771,6056,6092,5819,6095,9306,4429,3604,4.78,0.13,0.0003,343,321.9,465.7,0.001,2.51706,0.001,0.27285,0.01,1.7451
OOT456,2035,1523,1562,1494,1819,2411,2598,2450,2722,5861,1757,1462,6.29,0.24,0.0003,316,209.2,327,0.001,4.44865,0.001,0.00321,0.01,2.51793
OOT457,5825,5362,5099,4850,5396,5436,5458,5300,5431,15621,4250,4061,4.59,0.4,0.0003,343,258,105,0.001,3.93694,0.001,0.00321,0.01,0.831
OOT458,6283,5572,5199,4911,5237,5306,5345,5139,5415,8882,4200,3405,6.2,0.09,0.0003,466,124,325,0.001,1.08335,0.001,0.00321,0.01,1.4404
OOT459,5825,5362,5099,4850,5396,5436,5458,5300,5431,15621,4250,4061,5.48,0.09,0.4074,464,123,235,0.001,2.97345,0.001,0.11556,0.01,0.6371
OOT460,7139,6890,6482,6168,6781,6516,6439,6263,6357,15651,4488,4021,5.96,0.09,0.198,644,369,147,0.001,0.47022,0.001,0.10272,0.01,0.9972
OOT461,3441,3159,3066,2864,3288,3857,4008,3942,4083,8694,2871,2511,5.88,0.389,0.2525,324,756,167,0.001,2.32344,0.001,0.04494,0.01,4.155
OOT463,4015,2137,2230,2031,2629,4174,4561,4560,4763,6683,3750,2777,4.86,0.15,0.8859,311,24,117,0.001,3.23622,0.001,0.07383,0.01,0
OOT464,5241,3527,3630,3598,4205,4748,4904,4510,5056,15102,4018,3725,6.16,0.31,0.1993,134,78,23.25,0.001,2.78905,0.001,0.40446,0.01,1.5235
OOT465,8200,8210,7832,7508,7854,7811,7724,7378,7792,8584,5966,4406,6.41,0.14,0.6144,344,96,135,0.001,2.88125,0.001,0.75756,0.01,0.01385
OOT466,4119,3449,3826,4037,4326,4762,4989,4760,5166,5423,3471,2364,5.35,0.13,0.1892,313,3,323,0.001,2.12982,0.001,1.46376,0.01,3.5733
OOT467,7955,7793,7891,7923,7751,7867,8011,8014,8056,5524,2312,2669,7.09,0.15,0.056,343,0.8,627,0.001,2.46635,0.001,0.40446,0.01,0.9695
OOT468,4728,4796,5183,5377,5634,6012,6204,5877,6360,4945,4300,2996,5.18,0.4,0.8439,343,9.15,118,0.001,4.41638,0.001,1.46376,0.01,3.878
OOT469,3781,4094,4362,4478,4822,5150,5411,5160,5469,5820,2206,1556,7.41,0.16,0.8552,343,513,623,0.001,3.52665,0.001,0.40446,0.01,4.155
OOT470,8047,7905,8030,8068,8717,8410,8210,8591,8074,15148,4845,3259,7.07,0.19,0.0251,354,51.6,347,0.001,24.5252,0.001,1.46376,0.01,1.1634
OOT471,4726,5101,5250,5281,5578,5824,6046,5829,6063,6085,2521,1768,7.83,0.2,0.4059,464,65,127,0.001,0.57625,0.001,2.32083,0.01,4.2381
OOT472,1276,1364,1608,1508,2143,3735,4358,4244,4538,4647,2986,1989,5.15,0.38,0.4059,464,56.2,32.8,0.001,2.766,0.001,2.71245,0.01,0.34625
OOT473,6886,7425,7066,6731,7137,7188,7163,6980,7134,8844,4864,3495,7.03,0.2,0.5598,352,65.3,500.6,12.13,1.5213,1.23,1.7976,0.001,0.65372
OOT474,4392,2709,2709,2577,3002,3712,3934,3822,4043,7048,2795,2316,6.21,0.4,0.9571,544,14.3,314.2,14.24,6.7306,0.001,0.642,0.001,2.67859
OOT475,10542,10614,10051,9623,10050,9629,9415,9101,9259,12762,5832,3849,5.38,0.26,2.213,560,10.3,800.1,7.14,5.4398,0.001,0.82176,0.001,3.1024
OOT477,4321,3762,3753,3672,4083,4393,4503,4406,4591,8946,3158,2355,4.28,0.2,0.258,96,12.3,341.7,10.01,2.9043,0.126,3.6915,0.18,1.2465
OOT478,7073,7114,7090,7038,7625,7466,7368,7174,7336,13738,3319,2743,4.24,0.5,0.0003,0,15.3,488.7,7.16,0.1844,1.061,0.53928,1.74,1.7728
OOT479,852,678,1109,965,1748,3672,4120,4101,4311,3833,2627,1549,4.29,0.468,0.0003,0,16.9,41,99.3,8.298,0.01,0.00321,2.12,0.36841
OOT481,5946,5639,5663,5652,5427,5752,6238,6014,6356,2112,3667,2772,5.25,0.423,1.16,560,14.3,12.36,25.4,8.9434,0.001,5.0076,0.25,1.8559
OOT482,9464,9363,8864,8476,9134,8527,8341,8100,8173,15716,4625,3137,5.28,0.391,0.6956,499,17.63,45.63,31,5.4398,0.001,3.60483,3.05,4.2658
OOT483,6490,6446,5995,5652,6076,5817,5781,5612,5703,11542,4110,3084,5.24,0.095,0.4593,230,65.3,500.6,51.08,1.4291,0.001,14.56056,0.12,1.20218
OOT484,9158,9381,8861,8466,9088,8479,8300,7968,8177,15148,5022,3503,6.01,0.101,0.5814,560,11.68,78.96,24,7.376,0.01,0.15408,0.01,3.4071
OOT485,10172,9645,9070,8633,9281,8589,8372,8080,8212,15731,4628,3180,6.61,0.06,0.8879,560,19,104.3,56,3.3192,0.001,1.6371,1.74,1.1357
OOT486,2592,2923,2865,2683,3060,3598,3826,3613,3846,6019,2966,2451,4.55,0.096,0.56447,343,23.4,14.78,7.51,3.8263,0.001,1.9581,0.18,3.7949
OOT487,3887,4133,4302,4349,4540,4904,5084,5043,5201,4404,2936,2322,5.34,0.153,0.695,330,24.9,45.25,31,5.3937,1.1,1.7334,1.01,0.8864
OOT488,4464,4477,4634,4684,4813,5104,5271,5110,5370,4293,2760,2286,5.22,0.05,0.56344,464,8.4,12.63,34.41,3.1809,1.8,2.3112,3.42,4.3212
OOT489,2450,2313,2338,2138,2653,3508,3666,3665,3793,10394,2181,1784,6.67,0.055,0.56963,314,11.2,89.63,34.43,22.589,0.001,0.3531,0.01,3.20489
OOT490,7438,7050,7077,7034,7231,7264,7290,7198,7299,8324,2336,2246,6.8,0.077,0.0003,313,19.6,1236,80.46,0.6454,0.001,0.8667,7.16,3.9334
OOT491,7456,7563,7503,7390,7559,7537,7527,7621,7504,8313,2541,2378,6.72,0.08,0.0003,234,32.4,563.1,80.46,0.6454,0.001,1.4766,1.65,0.26869
OOT492,7456,7563,7503,7390,7559,7537,7527,7621,7504,8313,2541,2378,5.76,0.041,0.56447,213,37.8,159.3,13.35,2.9043,0.009,0.39483,0.001,1.19387
OOT493,2467,2490,2612,2726,3068,3455,3599,3612,3720,5732,3620,3100,4.5,0.316,0.0003,131,44,1653.8,0.2,1.7518,0.001,0.7383,1.23,4.40153
OOT494,10562,10633,10204,10020,10778,10406,10156,10254,9933,16222,7975,6778,4.61,0.28,0.1061,59,0,1201.6,17.72,10.3264,0.01,4.58388,0.01,0.277
OOT495,1378,1287,1472,1275,1824,3528,3979,4088,4233,4395,2432,1705,5.75,0.208,0.018,10,12.2,1177.5,10.11,3.1348,0.01,1.6692,8.44,0
OOT496,4602,4635,4697,4749,5325,5729,5804,5755,5867,10916,5782,5335,5.98,0.216,0.4445,248,15.3,351,11.5,0.5993,0.01,4.0767,2.98,2.42098
OOT497,2206,3749,3761,3731,4232,4816,4944,5062,5047,5530,4670,3920,6.94,0.072,0.1008,56,42.2,257,28.6,0.6915,0.01,8.51934,56.1,0.3601
OOT499,2467,2490,2612,2726,3068,3455,3599,3612,3720,5732,3620,3100,6.86,0.138,0.0003,0,34.6,382.1,28.6,1.844,0.01,17.1093,1.25,1.51519
OOT500,1456,2791,2977,3050,3506,4231,4443,4594,4608,3412,4311,3445,6.13,0.171,0.9923,560,7,1110.6,86.01,0.2305,0.01,2.05119,1.96,0.00277
OOT501,1393,1519,1827,2009,2408,3249,3612,3812,3890,3839,3801,2890,6.1,0.122,0.455,254,23.6,136.7,203.15,0.0461,0.01,0.53286,0.165,0.00277
OOT502,1458,1633,1962,2239,2613,3311,3596,3721,3745,3726,3719,2998,5.6,0.129,0.1608,90,32,510.6,0.08,0,0.01,8.1213,21.46,2.1052
OOT503,1477,1610,1949,2379,2680,3069,3291,3415,3467,3587,4022,3283,5.57,0.133,0.5144,296,1.6,23.6,139.25,0.0461,0.01,4.25646,4.23,0.14681
OOT504,1416,1575,1907,2232,2617,3290,3573,3722,3776,3853,3967,3106,5.66,0.104,0.5115,292,11,35.1,207.07,0.9681,0.01,3.07197,2.36,0.40165
OOT505,1308,1447,1742,1731,2241,3469,3884,4115,4119,3996,3295,2477,5.35,0.158,0.4402,246,12.3,205.9,99.25,4.9327,0.01,3.9483,0.23,3.43757
OOT506,1388,1544,1855,2093,2518,3284,3584,3756,3842,3930,3934,3109,6.03,0.137,0.1423,79,0,1243,47.6,0,0.01,0.53928,0.87,0
OOT507,6143,4010,3948,3791,4388,5228,5438,5495,5651,13335,5040,4170,6.63,0.285,0.8694,560,0,1834.1,0.08,0,0.01,6.65433,15,0.00277
OOT509,1969,1764,1973,2026,2465,3413,3701,3716,3921,4047,3546,2668,5.62,0.118,0.1697,95,26.4,1572,0.01,1.2447,0.01,1.93563,0.001,0
OOT511,2739,1918,1923,1870,2086,2381,2446,2403,2467,4308,2034,1684,5.78,0.237,0.2382,133,13.9,1834.1,174,0,0.01,1.24869,3.04,4.0442
OOT512,8314,8026,7462,7085,7569,7402,7233,7315,7173,15635,6301,5902,6.98,0.146,1.1567,560,406.6,1483.6,0.01,0.8298,0.01,1.3803,0.001,0.000277
OOT513,1721,1634,1866,1753,2379,4021,4501,4508,4773,4133,3181,2273,6.3,0.177,0.7677,560,0,0.1,256.2,0,0.01,1.75266,4,10.1382
OOT514,3705,2882,2763,2642,2876,3155,3186,3382,3225,7573,3049,2526,5.43,0.2,0.8483,560,282.1,76.9,0.01,8.759,3.5,2.1507,0.001,1.7728
OOT515,5847,6987,6674,6505,7056,7104,7026,6970,7085,10755,6477,5848,5.71,0.16,0.0003,0,17.7,1809.2,19.53,9.0356,0.01,2.7285,0.001,4.93891
OOT516,1526,1687,2069,2429,2855,3471,3707,3772,3870,3823,3921,3026,4.13,0.43,0.563,287,26.2,1269.4,237.79,6.5923,0.01,1.7013,29.95,4.709
OOT517,1558,1601,1912,2069,2662,3769,4126,4273,4442,4287,3932,2887,5.96,0.14,0.9085,513,0,840.8,16.92,11.8016,1.148,1.0914,0.001,5.84747
OOT518,1600,1704,2146,2627,3030,3533,3742,3769,3864,3950,4196,3218,4.1,0.17,0.4965,278,0,329.9,66.47,6.0391,1.787,1.8297,0.001,2.6038
OOT519,1464,1583,1937,2057,2582,3664,3987,4135,4183,4114,3490,2655,5.3,0.158,1.262,574,0.8,492.7,7.2,9.1278,1.896,3.87447,0.001,5.85301
OOT520,1464,1583,1937,2057,2582,3664,3987,4135,4183,4114,3490,2655,5.01,0.289,0.037,0,0,532.6,0.01,6.4079,1.896,2.16033,0.001,1.63707
OOT521,1328,1335,1633,1658,2244,3549,3981,4165,4266,4202,3398,2393,4.62,0.245,2.456,623,0,1680.5,0.01,5.2093,0.01,2.02872,0.001,3.32677
OOT522,1586,1659,2007,2264,2646,3414,3717,3861,3975,3831,4131,3131,4.31,0.195,0.3874,218,0,601.8,0.01,6.5462,0.01,1.59537,0.001,4.68961
OOT523,1521,1457,1625,1718,2014,2637,2876,3005,3118,3478,3138,2506,5.12,0.3,0.1,105,15.1,474.1,0.01,6.0391,0.001,2.16033,0.01,1.76172
OOT524,1550,1531,1819,1976,2422,3388,3698,3820,3934,3892,3650,2803,4.35,0.3,0,0,12.1,1709,0.01,5.532,0.1,3.852,0,1.2742
OOT525,1433,1445,1746,1772,2371,3752,4151,4288,4468,4283,3508,2503,5.59,0.1,0,0,3.6,1540.1,0,5.9008,0.1,1.30647,0,5.6785
OOT526,1395,1377,1691,1667,2314,3987,4544,4733,4817,4620,3489,2422,6.18,0.2,0.2,138,4,82.2,0.01,4.1951,0.001,1.93242,0.01,0
OOT527,1325,1325,1500,1608,1739,1816,1882,1908,1944,2248,2368,2064,5.94,0.2,0.4,226,0,998.3,0.08,2.8582,0.001,0,0.01,0.01108
OOT528,1313,1507,1847,2065,2454,3152,3382,3457,3528,3307,3343,2533,5.02,0.1,0.62,397,11.3,630,0.08,3.2731,0,0.74151,0.01,0
OOT529,1395,1377,1691,1667,2314,3987,4544,4733,4817,4620,3489,2422,5.02,0.1,0.64,397,12.6,630,0.08,3.2731,0,0.74151,0.01,0
OOT530,1554,1527,1716,1808,2030,2382,2533,2549,2645,2540,2825,2341,5.36,0.2,0.63,412,1.32,29,0,1.5213,0.01,1.7013,0.01,0
OOT531,1554,1527,1716,1808,2030,2382,2533,2549,2645,2540,2825,2341,5.34,0.3,0.3,213,2.65,2.7,0,6.7306,0.001,3.06876,0,0
OOT532,1554,1527,1716,1808,2030,2382,2533,2549,2645,2540,2825,2341,6.03,0.1,1.6,560,16.03,805.9,0.08,5.4398,0.001,0.00321,0.01,0
OOT533,1459,1504,1771,1675,2315,3815,4251,4354,4565,3927,3418,2345,6.63,0.1,0.3,204,13.69,913.8,0.08,5.2554,0,4.51326,0.01,0.000277
OOT534,5038,5706,5526,5433,5864,5884,5858,5648,5833,9329,5029,4549,4.6,0.3,0.3,174,15.3,899.3,0.08,2.9043,0,4.83747,0,2.29356
OOT535,1488,1598,1960,2245,2674,3502,3779,3832,3970,4371,3877,2980,5.79,0.1,0.77,560,11,710.4,14.58,0.1844,0.001,11.26389,7.21,1.33791
OOT536,1606,1637,2030,2318,2766,3557,3807,3844,3950,3956,4073,3061,4.76,0.1,0.3,171,12,274.5,18.37,8.298,0.01,4.7508,15.7,0.18836
OOT537,2720,2037,2163,2228,2541,3024,3193,3168,3266,6242,2884,2315,6.06,0.1,0.66,456,65,600.9,0.01,3.8263,0.001,2.889,0.48,0.26592
OOT538,4375,2526,2651,2823,3129,3313,3386,3182,3437,8940,3473,3031,6.43,0.6,0.71,560,39,843.6,20.5,8.9434,0.001,17.0772,0,0.45705
OOT539,1311,1332,1604,1516,2181,3817,4283,4383,4618,4543,3254,2221,7.05,0.9,0.69,419,57,233.6,0.08,5.4398,0.001,9.0522,23.6,0.06925
OOT540,1373,1357,1641,1652,2222,3562,3977,4080,4277,4401,3342,2406,4.8,0.2,0.78,556,0,361.5,0,1.4291,0.001,5.7459,20.5,0.19944
OOT541,6485,6582,6354,6258,6768,6784,6743,6441,6716,11153,5577,4865,4.62,0.09,0.77,529,35,463.3,0.01,7.376,0.01,9.8226,19.1,7.2574
OOT542,4375,2526,2651,2823,3129,3313,3386,3182,3437,8940,3473,3031,5.25,0.09,1.2,560,4.6,455.1,0,3.3192,0.001,6.0669,23.6,0.4709
OOT543,1486,1588,1826,1943,2432,3436,3782,3908,4140,4624,4024,3047,5.96,0.06,1.3,560,822.8,1110,0,3.8263,0.001,4.6866,15.6,0.20775
OOT544,1459,1541,1824,1955,2455,3481,3882,3981,4145,4085,3585,2734,6.75,0.04,0.2,128,0,158.8,0,5.3937,1.1,1.5087,0,4.4597
OOT545,1580,1678,1937,2159,2587,3385,3735,3824,3944,3995,3715,2927,6.87,0.09,0.52,379,273.8,627.9,0,3.1809,1.8,1.8618,0.01,8.9471
OOT546,1516,1462,1675,1807,2234,3117,3466,3594,3733,3823,3313,2520,6.91,0.08,0.69,404,249.5,713.3,0,22.589,0.001,5.12316,11.2,7.21308
OOT547,1528,1717,2026,2199,2702,3632,3999,4083,4208,4155,3763,2945,4.42,0.04,0.1,172,23.6,158.8,0,0.6454,0.001,3.3063,0,7.479
OOT548,1400,1508,1775,1919,2453,3562,3967,4056,4180,4480,3624,2659,4.95,0.01,0.53,335,157,906.7,0,0.6454,0.001,3.1458,0,7.4513
OOT549,1337,1484,1750,1671,2291,3722,4204,4336,4488,3912,3417,2412,4.32,0.1,0.51,322,42.2,50,0,2.9043,0.009,2.8569,0.05,5.52338
OOT550,1447,1630,1938,2175,2583,3441,3766,3813,3909,3554,3765,2920,5.35,0.07,0.53,301,0,40.9,22.42,1.7518,0.001,3.3063,0.05,4.14392
OOT551,1520,1677,1958,2197,2556,3297,3590,3673,3734,3852,3559,2804,6.6,0.07,0.4,252,44.2,49.5,21.47,2.2128,9.2,2.82801,0.01,2.3822
OOT552,1535,1701,2075,2445,2869,3551,3869,3967,4099,4069,4254,3433,6.26,0.06,0.4,227,21,44.2,26.26,1.7518,7.7,4.0125,0.01,4.6536
OOT553,1507,1585,1931,2224,2686,3844,4284,4305,4392,4161,4058,3143,6.16,0.062,0.1,103,10.5,20.1,0.01,0.5532,0.001,4.0125,0.01,2.29079
OOT555,1300,1611,1887,2145,2512,3189,3483,3632,3733,3143,3891,3031,5.58,0.16,0.1,76,41.1,253,0.01,0.7376,0.573,2.0544,0.01,4.96107
OOT556,2405,2643,2827,2912,3340,4194,4504,4586,4790,4569,4443,3439,4.09,0.36,0.06,498,56,21.6,2.71,0,1.94,2.70603,4.95,0.0277
OOT557,2997,2701,2877,3020,3397,4184,4474,4513,4665,5986,4454,3478,5.31,0.31,0.3,180,48.3,66.8,0.01,0,19.5,3.38655,10.43,3.84476
OOT558,1223,1338,1547,1610,2032,2992,3306,3446,3611,4141,3305,2479,4.06,0.71,0.81,560,7.5,262,0.01,32.0395,16.2,3.46359,28.11,1.21603
OOT559,1419,1480,1724,1729,2264,3791,4321,4387,4495,4026,3380,2453,4.03,0.7,0.15,332,88,0,0,2.9043,9.8,2.87616,5.6,0
OOT560,1997,1842,2012,2130,2424,2978,3167,3214,3298,4458,3080,2394,6.1,0.13,0.81,560,56,96.5,0.01,1.1064,1.7,2.91789,21.6,1.68139
OOT561,2380,2862,2976,3044,3491,4318,4625,4859,4976,5091,4966,3789,5.34,0.12,0.3,187,27.1,253,0,2.87203,9.8,4.11843,23.11,1.72571
OOT562,5709,5757,5496,5291,5767,6008,6017,6077,6000,12299,5474,5292,5.29,0.6,0.33,204,14.6,115.3,0,0.00461,0.001,2.33688,8.76,0.47921
OOT563,2788,3044,3000,2817,3253,3972,4178,4233,4300,6161,3569,3034,4.88,0.14,0.4,198,9,115.3,0.01,1.9823,3.368,1.67562,1.41,0.50414
OOT564,3876,3618,3589,3590,3963,4230,4293,4258,4358,8826,4367,4061,4.79,0.1,0.58,326,13.2,244.2,0.01,3.4575,4.2,3.08481,0.01,0.0277
OOT565,4974,4787,4639,4544,5063,5468,5569,5554,5663,11811,5161,4844,4.47,0.1,0.4,238,21.9,157,0.01,1.1064,5.81,3.41223,3.9,2.51516
OOT566,2047,2099,2467,2848,3420,4358,4714,4792,5056,4971,4974,3650,5.71,0.14,0.47,285,16,1061.4,0.01,5.532,4.463,5.05896,1.87,0.65095
OOT567,7017,6351,6075,5903,6385,6454,6414,6299,6409,13350,5843,5548,5.93,0.07,0.47,264,16.3,120.1,0.01,4.5178,3.9,2.2149,4.7,1.2742
OOT568,4218,3692,3704,3726,4198,4617,4757,4625,4895,10009,4593,4353,6,0.06,0.45,265,10.8,530.9,0.01,6.7306,3.1,1.84575,7.65,1.88914
OOT569,2022,2050,2167,2197,2559,3174,3356,3267,3473,4074,2961,2253,5.34,0.14,0.29,162,26.4,231.1,0.01,3.1348,4.6,4.2051,3.9,2.7423
OOT570,6212,6554,6238,6019,6492,6601,6561,6487,6518,12729,5677,5342,6.07,0.1,0.47,264,15.9,530.9,0.01,6.7306,3.18,1.84575,7.65,1.88914
OOT571,12035,10461,9647,9174,9841,9306,8973,8792,8762,17710,7074,6103,6.48,1.12,0.42,237,321.9,766,0.01,4.3334,5.11,2.14749,3.45,1.8836
OOT572,3566,4176,3947,3807,4164,4296,4288,4296,4305,6818,4075,3388,5.98,0.5,0.17,98,209.2,55.6,56.7,7.0533,0,2.0223,0.01,0.03047
OOT573,4501,4121,3954,3824,4210,4409,4437,4285,4474,8688,4069,3732,5.93,0.3,0,0,14.2,175.6,58.46,4.7022,0.001,1.62426,0.01,0
OOT574,6172,5339,4777,4434,4668,4790,4749,4974,4947,14438,4685,4255,7.57,0.4,3.03,560,25.4,175.9,50.11,7.5604,0.001,1.99983,0.01,0.03878
